city,state,Populacao_Estimada,Porcentagem_Populacao_Confirmado,Confirmados_Acumulado,Obitos_Acumulados,Taxa_Mortalidade,Taxa_Letalidade,Confirmacao_Dia,Obitos_Dia
Ipuaçu,SC,7579,13.69,1038,13,0.17,1.25,1,1
Ipumirim,SC,7620,11.21,854,9,0.12,1.05,2,0
Iraceminha,SC,3938,13.30,524,4,0.10,0.76,2,0
Irani,SC,10498,15.93,1673,20,0.19,1.19,0,0
Irati,SC,1909,16.28,311,8,0.42,2.56,0,0
Irineópolis,SC,11289,6.92,781,14,0.12,1.79,0,0
Itaiópolis,SC,21780,12.76,2780,54,0.25,1.94,2,0
Itajaí,SC,223112,16.80,37490,729,0.33,1.94,113,5
Itapema,SC,67338,18.19,12250,245,0.36,2.00,20,0
Itapiranga,SC,17007,13.61,2315,17,0.10,0.73,4,0
Itapoá,SC,21177,16.26,3443,68,0.32,1.97,8,0
Ituporanga,SC,25355,14.51,3678,65,0.26,1.77,19,0
Itá,SC,6129,17.73,1087,22,0.36,2.02,0,0
Içara,SC,57247,12.99,7437,132,0.23,1.77,3,1
Jaborá,SC,3918,24.29,952,11,0.28,1.15,0,0
Jacinto Machado,SC,10376,13.84,1436,35,0.34,2.44,1,0
Jaguaruna,SC,20288,16.80,3409,59,0.29,1.73,1,0
Jaraguá do Sul,SC,181173,17.94,32511,405,0.22,1.25,24,1
Jardinópolis,SC,1546,24.43,378,5,0.32,1.32,0,0
Joaçaba,SC,30404,22.11,6724,71,0.23,1.06,-16,0
Joinville,SC,597658,17.49,104549,1705,0.29,1.63,381,5
José Boiteux,SC,5007,13.50,676,9,0.18,1.33,1,0
Jupiá,SC,2092,14.43,302,5,0.24,1.65,8,0
Lacerdópolis,SC,2247,21.26,478,4,0.18,0.84,0,0
Lages,SC,157349,17.55,27620,522,0.33,1.89,21,0
Laguna,SC,46122,12.07,5567,149,0.32,2.68,2,0
Lajeado Grande,SC,1418,17.12,243,5,0.35,2.05,0,0
Laurentino,SC,7063,16.70,1180,11,0.16,0.93,-1,0
Lauro Müller,SC,15313,16.76,2566,57,0.37,2.22,2,1
Lebon Régis,SC,12115,9.57,1160,56,0.46,4.82,0,0
Leoberto Leal,SC,3000,11.13,334,2,0.07,0.60,0,0
Lindóia do Sul,SC,4546,20.67,940,11,0.24,1.17,0,0
Lontras,SC,12315,9.82,1209,21,0.17,1.74,2,0
Luiz Alves,SC,13107,16.85,2209,12,0.09,0.54,14,0
Luzerna,SC,5684,19.10,1086,16,0.28,1.47,1,1
Macieira,SC,1766,9.34,165,6,0.34,3.61,0,0
Mafra,SC,56561,9.63,5447,124,0.22,2.28,16,1
Major Gercino,SC,3454,9.81,339,6,0.17,1.76,0,0
Major Vieira,SC,8156,6.94,566,5,0.06,0.88,11,0
Maracajá,SC,7378,16.68,1231,20,0.27,1.62,1,0
Maravilha,SC,26116,19.58,5114,67,0.26,1.31,2,0
Marema,SC,1750,13.82,242,13,0.74,5.35,0,0
Massaranduba,SC,17125,15.88,2720,21,0.12,0.77,-5,0
Matos Costa,SC,2480,7.09,176,3,0.12,1.69,0,0
Meleiro,SC,7001,18.22,1276,25,0.36,1.96,0,0
Mirim Doce,SC,2283,13.62,311,4,0.18,1.28,0,0
Modelo,SC,4218,10.24,432,11,0.26,2.54,1,0
Mondaí,SC,11889,9.32,1108,11,0.09,0.99,0,0
Monte Carlo,SC,9906,13.55,1342,42,0.42,3.13,2,0
Monte Castelo,SC,8269,11.50,951,22,0.27,2.31,2,0
Morro Grande,SC,2888,19.42,561,6,0.21,1.07,0,0
Morro da Fumaça,SC,17947,20.00,3589,42,0.23,1.17,0,0
Navegantes,SC,83626,12.44,10403,194,0.23,1.86,12,1
Nova Erechim,SC,5092,13.53,689,9,0.18,1.30,0,0
Nova Itaberaba,SC,4329,10.37,449,3,0.07,0.67,1,0
Nova Trento,SC,14782,13.87,2051,16,0.11,0.78,1,0
Nova Veneza,SC,15342,19.40,2976,34,0.22,1.14,3,0
Novo Horizonte,SC,2404,9.85,237,0,0.00,0.00,0,0
Orleans,SC,23038,23.21,5348,85,0.37,1.59,6,1
Otacílio Costa,SC,18975,19.75,3747,64,0.34,1.71,8,0
Ouro,SC,7272,22.30,1622,19,0.26,1.17,2,0
Ouro Verde,SC,2207,16.03,354,12,0.54,3.38,0,0
Paial,SC,1474,13.90,205,5,0.34,2.43,0,0
Painel,SC,2356,7.64,180,6,0.25,3.31,0,0
Palhoça,SC,175272,16.30,28577,339,0.19,1.19,15,0
Palma Sola,SC,7372,13.74,1013,17,0.23,1.68,0,0
Palmeira,SC,2650,12.37,328,5,0.19,1.52,0,0
Palmitos,SC,16157,12.78,2065,52,0.32,2.52,5,0
Papanduva,SC,19422,8.86,1720,44,0.23,2.56,0,0
Paraíso,SC,3360,3.45,116,6,0.18,5.13,1,0
Passo de Torres,SC,9048,14.39,1302,26,0.29,2.00,0,0
Passos Maia,SC,4109,8.27,340,13,0.32,3.81,0,0
Paulo Lopes,SC,7569,17.00,1287,15,0.20,1.16,0,0
Pedras Grandes,SC,3953,19.78,782,22,0.56,2.81,0,0
Penha,SC,33284,17.35,5774,96,0.29,1.66,18,1
Peritiba,SC,2760,16.33,451,4,0.14,0.88,0,0
Pescaria Brava,SC,10159,20.40,2073,26,0.26,1.25,16,0
Petrolândia,SC,5905,14.00,827,27,0.46,3.26,1,0
Pinhalzinho,SC,20712,16.83,3486,34,0.16,0.98,3,0
Pinheiro Preto,SC,3596,15.15,545,9,0.25,1.65,0,0
Piratuba,SC,3745,15.64,586,11,0.29,1.87,1,0
Planalto Alegre,SC,2888,9.93,287,9,0.31,3.13,1,0
Pomerode,SC,34010,16.28,5536,66,0.19,1.19,10,0
Ponte Alta,SC,4650,12.49,581,14,0.30,2.41,0,0
Ponte Alta do Norte,SC,3420,9.38,321,8,0.23,2.48,0,0
Ponte Serrada,SC,11634,11.49,1337,47,0.40,3.51,3,0
Porto Belo,SC,21932,12.61,2765,53,0.24,1.92,1,0
Porto União,SC,35543,12.40,4408,84,0.24,1.91,13,0
Pouso Redondo,SC,17712,10.22,1810,37,0.21,2.04,1,0
Praia Grande,SC,7312,15.42,1128,17,0.23,1.51,0,0
Presidente Castello Branco,SC,1547,31.07,481,4,0.26,0.83,0,0
Presidente Getúlio,SC,17726,10.46,1854,36,0.20,1.94,0,0
Presidente Nereu,SC,2283,5.60,128,4,0.18,3.10,0,0
Princesa,SC,2937,15.76,463,10,0.34,2.16,1,0
Quilombo,SC,9829,16.59,1631,40,0.41,2.45,3,0
Rancho Queimado,SC,2887,16.69,482,2,0.07,0.41,0,0
Rio Fortuna,SC,4620,17.36,802,10,0.22,1.25,0,0
Rio Negrinho,SC,42495,13.51,5741,123,0.29,2.14,30,1
Rio Rufino,SC,2483,9.18,228,5,0.20,2.18,0,0
Rio das Antas,SC,6202,11.06,686,11,0.18,1.60,0,0
Rio do Campo,SC,5902,9.96,588,8,0.14,1.36,1,0
Rio do Oeste,SC,7520,11.02,829,11,0.15,1.33,0,0
Rio do Sul,SC,72006,12.91,9296,133,0.18,1.43,4,0
Rio dos Cedros,SC,11808,8.26,975,26,0.22,2.66,5,0
Riqueza,SC,4561,12.71,580,16,0.35,2.75,-1,0
Rodeio,SC,11600,13.44,1559,26,0.22,1.67,0,0
Romelândia,SC,4684,8.41,394,8,0.17,2.03,0,0
Salete,SC,7659,11.19,857,9,0.12,1.05,0,0
Saltinho,SC,3754,6.44,242,5,0.13,2.06,0,0
Salto Veloso,SC,4756,14.74,701,8,0.17,1.14,1,0
Sangão,SC,12905,14.58,1882,13,0.10,0.69,7,0
Santa Cecília,SC,16918,8.31,1406,29,0.17,2.06,3,0
Santa Helena,SC,2200,8.59,189,4,0.18,2.11,3,0
Santa Rosa de Lima,SC,2147,14.90,320,5,0.23,1.56,0,0
Santa Rosa do Sul,SC,8378,14.60,1223,24,0.29,1.96,-8,0
Santa Terezinha,SC,8773,5.60,491,4,0.05,0.81,-1,0
Santa Terezinha do Progresso,SC,2372,13.70,325,3,0.13,0.92,0,0
Santiago do Sul,SC,1235,11.73,145,2,0.16,1.37,0,0
Santo Amaro da Imperatriz,SC,23579,15.95,3761,73,0.31,1.94,-2,0
Saudades,SC,9810,9.76,958,11,0.11,1.15,2,0
Schroeder,SC,21991,16.27,3579,36,0.16,1.01,3,0
Seara,SC,17576,17.23,3029,35,0.20,1.16,1,0
Serra Alta,SC,3256,9.43,307,6,0.18,1.95,2,0
Siderópolis,SC,14092,9.96,1404,48,0.34,3.42,1,1
Sombrio,SC,30733,12.42,3816,81,0.26,2.12,8,0
Sul Brasil,SC,2423,24.79,601,7,0.29,1.16,0,0
São Bento do Sul,SC,85421,12.55,10719,174,0.20,1.62,19,0
São Bernardino,SC,2287,16.35,374,4,0.17,1.07,5,0
São Bonifácio,SC,2814,16.20,456,7,0.25,1.53,0,0
São Carlos,SC,11369,8.10,921,19,0.17,2.06,4,0
São Cristóvão do Sul,SC,5598,4.77,267,16,0.29,5.97,4,0
São Domingos,SC,9434,13.37,1261,21,0.22,1.66,0,0
São Francisco do Sul,SC,53746,13.47,7240,150,0.28,2.07,6,2
São Joaquim,SC,27139,11.48,3116,78,0.29,2.50,5,0
São José,SC,250181,13.83,34609,583,0.23,1.68,22,0
São José do Cedro,SC,13820,14.29,1975,26,0.19,1.32,5,0
São José do Cerrito,SC,8173,8.99,735,12,0.15,1.63,1,0
São João Batista,SC,38583,12.76,4924,92,0.24,1.87,7,1
São João do Itaperiú,SC,3759,17.10,643,13,0.35,2.02,0,0
São João do Oeste,SC,6402,9.95,637,9,0.14,1.41,0,0
São João do Sul,SC,7315,14.11,1032,13,0.18,1.26,0,0
São Lourenço do Oeste,SC,24291,5.74,1395,60,0.25,4.30,0,0
São Ludgero,SC,13650,22.69,3097,35,0.26,1.13,2,0
São Martinho,SC,3171,23.58,748,15,0.47,2.00,0,0
São Miguel da Boa Vista,SC,1807,15.87,287,7,0.39,2.43,0,0
São Miguel do Oeste,SC,40868,13.70,5599,68,0.17,1.21,14,0
São Pedro de Alcântara,SC,5935,12.72,755,11,0.19,1.46,0,0
Taió,SC,18486,12.26,2266,22,0.12,0.97,4,0
Tangará,SC,8662,16.55,1434,32,0.37,2.23,0,0
Tigrinhos,SC,1619,22.96,372,2,0.12,0.54,0,0
Tijucas,SC,39155,17.12,6705,84,0.21,1.25,1,0
Timbé do Sul,SC,5343,17.37,928,17,0.32,1.83,4,0
Timbó,SC,44977,16.30,7331,87,0.19,1.19,7,0
Timbó Grande,SC,7941,9.90,786,17,0.21,2.16,0,0
Treviso,SC,3966,21.88,868,12,0.30,1.38,0,0
Treze Tílias,SC,7991,11.99,958,12,0.15,1.25,0,0
Treze de Maio,SC,7093,16.80,1192,13,0.18,1.09,1,0
Trombudo Central,SC,7434,17.09,1271,25,0.34,1.97,2,0
Três Barras,SC,19366,11.39,2205,65,0.34,2.95,6,0
Tubarão,SC,106422,19.55,20804,432,0.41,2.08,37,1
Tunápolis,SC,4525,25.65,1161,10,0.22,0.86,1,0
Turvo,SC,12990,16.40,2130,29,0.22,1.36,5,1
União do Oeste,SC,2412,14.88,359,12,0.50,3.33,0,0
Urubici,SC,11273,6.47,729,25,0.22,3.42,1,0
Urupema,SC,2459,11.59,285,3,0.12,1.05,0,0
Urussanga,SC,21344,18.77,4006,70,0.33,1.75,2,0
Vargem,SC,2432,21.41,521,3,0.12,0.57,1,0
Vargem Bonita,SC,4451,17.97,800,8,0.18,1.00,0,0
Vargeão,SC,3571,10.19,364,7,0.20,1.92,0,0
Vidal Ramos,SC,6329,10.44,661,11,0.17,1.66,0,0
Videira,SC,53610,21.01,11262,122,0.23,1.08,34,0
Vitor Meireles,SC,4943,10.01,495,5,0.10,1.01,34,0
Witmarsum,SC,3998,10.10,404,5,0.13,1.23,1,0
Xanxerê,SC,51642,19.29,9960,169,0.33,1.70,31,0
Xavantina,SC,3903,10.76,420,5,0.13,1.19,1,0
Xaxim,SC,28983,14.36,4163,109,0.38,2.62,4,0
Zortéa,SC,3398,25.13,854,12,0.35,1.40,0,0
Água Doce,SC,7152,17.50,1252,18,0.25,1.44,-6,0
Águas Frias,SC,2354,22.80,537,3,0.13,0.56,0,0
Águas Mornas,SC,6559,11.05,725,9,0.14,1.24,0,0
Águas de Chapecó,SC,6515,8.20,534,8,0.12,1.50,1,0
Amparo de São Francisco,SE,2380,10.75,256,5,0.21,1.95,0,0
Aquidabã,SE,21681,11.04,2394,39,0.18,1.63,1,0
Aracaju,SE,664908,19.12,127114,2393,0.36,1.88,230,0
Arauá,SE,9947,12.84,1277,22,0.22,1.72,2,0
Areia Branca,SE,18686,11.21,2094,48,0.26,2.29,0,0
Barra dos Coqueiros,SE,30930,22.72,7028,98,0.32,1.39,0,0
Boquim,SE,26899,9.99,2688,66,0.25,2.45,0,0
Brejo Grande,SE,8353,5.52,461,14,0.17,3.03,0,0
Campo do Brito,SE,18218,12.12,2208,29,0.16,1.31,0,0
Canhoba,SE,4006,8.61,345,7,0.17,2.02,1,0
Canindé de São Francisco,SE,30402,8.09,2459,46,0.15,1.87,4,0
Capela,SE,34514,9.89,3415,45,0.13,1.32,1,0
Carira,SE,22239,10.04,2234,48,0.22,2.15,1,0
Carmópolis,SE,16937,6.32,1070,41,0.24,3.83,0,0
Cedro de São João,SE,5913,17.37,1027,20,0.34,1.95,0,0
Cristinápolis,SE,18029,3.33,600,30,0.17,4.99,0,0
Cumbe,SE,3998,7.80,312,2,0.05,0.64,0,0
Divina Pastora,SE,5215,16.22,846,12,0.23,1.42,0,0
Estância,SE,69556,10.92,7595,171,0.25,2.25,2,0
Feira Nova,SE,5601,4.39,246,7,0.12,2.83,0,0
Frei Paulo,SE,15556,10.94,1702,35,0.22,2.06,0,0
Gararu,SE,11601,5.65,655,16,0.14,2.44,1,0
General Maynard,SE,3384,11.11,376,10,0.30,2.65,0,0
Graccho Cardoso,SE,5824,9.39,547,7,0.12,1.28,0,0
Ilha das Flores,SE,8521,4.55,388,18,0.21,4.63,0,0
Indiaroba,SE,18149,2.79,506,29,0.16,5.72,0,0
Itabaiana,SE,96142,13.66,13132,257,0.27,1.96,11,0
Itabaianinha,SE,42166,7.01,2958,71,0.17,2.40,3,0
Itabi,SE,4886,4.38,214,2,0.04,0.93,0,0
Itaporanga d'Ajuda,SE,34709,9.06,3144,73,0.21,2.32,1,0
Japaratuba,SE,18907,7.71,1457,54,0.29,3.70,0,-1
Japoatã,SE,13429,3.21,431,22,0.16,5.09,0,0
Lagarto,SE,105221,7.36,7749,219,0.21,2.83,2,0
Laranjeiras,SE,30080,6.31,1898,57,0.19,3.00,0,0
Macambira,SE,6961,9.44,657,8,0.11,1.22,0,0
Malhada dos Bois,SE,3699,8.95,331,7,0.19,2.11,0,0
Malhador,SE,12653,8.80,1114,29,0.23,2.60,0,0
Maruim,SE,17271,6.69,1155,42,0.24,3.63,0,0
Moita Bonita,SE,11348,10.54,1196,13,0.11,1.09,0,0
Monte Alegre de Sergipe,SE,15175,5.74,871,13,0.09,1.49,3,1
Muribeca,SE,7639,4.12,315,16,0.21,5.06,0,0
Neópolis,SE,18703,7.51,1404,41,0.22,2.92,0,0
Nossa Senhora Aparecida,SE,8809,9.46,833,18,0.20,2.16,0,0
Nossa Senhora da Glória,SE,37324,7.47,2788,77,0.21,2.76,8,0
Nossa Senhora das Dores,SE,26795,7.88,2111,49,0.18,2.32,0,0
Nossa Senhora de Lourdes,SE,6496,7.59,493,12,0.18,2.43,0,0
Nossa Senhora do Socorro,SE,185706,9.71,18030,551,0.30,3.06,2,0
Pacatuba,SE,14540,5.71,831,22,0.15,2.64,0,0
Pedra Mole,SE,3285,8.31,273,8,0.24,2.92,0,0
Pedrinhas,SE,9665,6.89,666,17,0.18,2.55,0,0
Pinhão,SE,6627,5.14,341,16,0.24,4.68,0,0
Pirambu,SE,9359,8.10,758,29,0.31,3.82,1,1
Porto da Folha,SE,28693,5.88,1687,37,0.13,2.19,1,0
Poço Redondo,SE,35122,3.12,1097,32,0.09,2.91,0,0
Poço Verde,SE,23867,9.09,2169,50,0.21,2.30,0,0
Propriá,SE,29692,11.97,3555,80,0.27,2.25,0,0
Riachuelo,SE,10284,7.08,728,19,0.18,2.61,0,0
Riachão do Dantas,SE,19809,7.52,1490,35,0.18,2.35,0,0
Ribeirópolis,SE,18773,9.48,1779,32,0.17,1.80,1,0
Rosário do Catete,SE,11008,8.00,881,19,0.17,2.15,0,0
Salgado,SE,20025,8.24,1651,44,0.22,2.66,0,0
Santa Luzia do Itanhy,SE,14121,5.19,733,13,0.09,1.77,0,0
Santa Rosa de Lima,SE,3923,9.17,360,8,0.20,2.22,0,0
Santana do São Francisco,SE,7844,8.01,628,15,0.19,2.38,0,0
Santo Amaro das Brotas,SE,12151,5.66,688,19,0.16,2.76,0,0
Simão Dias,SE,40606,8.23,3342,86,0.21,2.57,0,0
Siriri,SE,8970,9.46,849,13,0.14,1.53,0,0
São Cristóvão,SE,91093,10.81,9844,241,0.26,2.45,1,0
São Domingos,SE,11207,8.02,899,31,0.28,3.44,1,0
São Francisco,SE,3781,8.57,324,12,0.32,3.69,0,0
São Miguel do Aleixo,SE,3947,11.58,457,4,0.10,0.87,0,0
Telha,SE,3249,12.49,406,9,0.28,2.21,0,0
Tobias Barreto,SE,52530,9.01,4731,97,0.18,2.05,6,0
Tomar do Geru,SE,13535,8.07,1093,26,0.19,2.38,0,0
Umbaúba,SE,25550,8.30,2120,39,0.15,1.84,2,0
Adamantina,SP,35111,10.55,3706,130,0.37,3.51,2,0
Adolfo,SP,3554,17.30,615,18,0.51,2.92,1,0
Aguaí,SP,36648,9.52,3490,105,0.29,3.01,8,0
Agudos,SP,37401,12.21,4567,107,0.29,2.34,3,1
Alambari,SP,6129,10.55,647,11,0.18,1.70,0,0
Alfredo Marcondes,SP,4184,6.12,256,12,0.29,4.67,0,0
Altair,SP,4186,7.83,328,15,0.36,4.56,1,0
Altinópolis,SP,16203,5.59,906,45,0.28,4.96,0,0
Alto Alegre,SP,4088,9.44,386,21,0.51,5.43,1,0
Alumínio,SP,18767,8.44,1584,51,0.27,3.22,6,0
Alvinlândia,SP,3237,4.32,140,9,0.28,6.38,0,0
Americana,SP,242018,10.57,25573,796,0.33,3.11,51,0
Amparo,SP,72677,9.93,7220,137,0.19,1.90,7,0
Américo Brasiliense,SP,41032,10.11,4150,93,0.23,2.24,7,0
Américo de Campos,SP,5981,18.81,1125,34,0.57,3.02,2,0
Analândia,SP,5056,7.34,371,5,0.10,1.34,0,0
Andradina,SP,57202,11.55,6608,264,0.46,3.99,7,0
Angatuba,SP,25479,12.19,3105,72,0.28,2.32,10,0
Anhembi,SP,6819,4.72,322,8,0.12,2.48,-25,0
Anhumas,SP,4144,5.74,238,7,0.17,2.93,9,0
Aparecida,SP,36185,7.09,2567,108,0.30,4.21,39,0
Aparecida d'Oeste,SP,4158,19.67,818,16,0.38,1.95,11,0
Apiaí,SP,24226,6.96,1687,78,0.32,4.62,11,0
Aramina,SP,5655,6.22,352,17,0.30,4.82,1,0
Arandu,SP,6365,9.69,617,16,0.25,2.59,2,0
Arapeí,SP,2460,10.16,250,3,0.12,1.20,0,0
Araraquara,SP,238339,10.20,24304,494,0.21,2.03,60,1
Araras,SP,135506,13.17,17853,390,0.29,2.18,33,1
Araçariguama,SP,22860,8.76,2003,64,0.28,3.19,12,1
Araçatuba,SP,198129,14.71,29138,869,0.44,2.98,94,2
Araçoiaba da Serra,SP,34776,8.66,3010,81,0.23,2.69,8,-1
Arco-Íris,SP,1773,9.08,161,8,0.45,4.94,0,0
Arealva,SP,8613,11.48,989,19,0.22,1.92,1,0
Areias,SP,3896,8.88,346,2,0.05,0.58,6,0
Areiópolis,SP,11158,12.12,1353,20,0.18,1.48,6,0
Ariranha,SP,9761,10.22,998,24,0.25,2.40,2,0
Artur Nogueira,SP,55340,9.61,5317,139,0.25,2.61,14,0
Arujá,SP,91157,8.77,7990,330,0.36,4.13,22,0
Aspásia,SP,1818,11.54,210,8,0.44,3.79,3,0
Assis,SP,105087,10.79,11335,394,0.37,3.48,23,2
Atibaia,SP,144088,8.37,12057,273,0.19,2.26,20,7
Auriflama,SP,15253,13.39,2042,72,0.47,3.52,1,0
Avanhandava,SP,13859,8.18,1134,43,0.31,3.79,-1,0
Avaré,SP,91232,12.56,11457,262,0.29,2.29,7,0
Avaí,SP,5436,8.79,478,12,0.22,2.51,3,0
Bady Bassitt,SP,17761,22.71,4034,82,0.46,2.03,6,0
Balbinos,SP,5934,6.20,368,4,0.07,1.08,3,0
Bananal,SP,10993,8.86,974,3,0.03,0.31,1,0
Barbosa,SP,7468,10.19,761,20,0.27,2.62,0,0
Bariri,SP,35558,8.80,3129,128,0.36,4.09,2,0
Barra Bonita,SP,36126,9.94,3590,111,0.31,3.09,6,0
Barra do Chapéu,SP,5760,7.45,429,6,0.10,1.40,0,0
Barra do Turvo,SP,7632,8.15,622,18,0.24,2.89,0,0
Barretos,SP,122833,13.91,17081,552,0.45,3.23,53,4
Barrinha,SP,33180,5.06,1679,71,0.21,4.23,0,0
Barueri,SP,276982,11.56,32018,1104,0.40,3.45,23,5
Barão de Antonina,SP,3498,13.69,479,10,0.29,2.08,1,0
Bastos,SP,20953,9.67,2026,43,0.21,2.12,0,0
Batatais,SP,62980,8.61,5420,167,0.27,3.08,127,0
Bauru,SP,379297,13.52,51277,1200,0.32,2.34,122,0
Bebedouro,SP,77555,5.39,4179,162,0.21,3.88,3,0
Bento de Abreu,SP,3005,12.08,363,5,0.17,1.37,0,0
Bernardino de Campos,SP,11158,7.64,853,31,0.28,3.63,1,0
Bertioga,SP,64723,9.10,5892,161,0.25,2.73,14,0
Bilac,SP,8117,11.36,922,18,0.22,1.95,0,0
Birigui,SP,124883,13.65,17045,573,0.46,3.36,51,1
Biritiba Mirim,SP,32936,4.48,1477,100,0.30,6.77,3,0
Boa Esperança do Sul,SP,15018,11.35,1704,21,0.14,1.23,2,0
Bocaina,SP,12452,10.78,1342,35,0.28,2.61,1,0
Bofete,SP,11921,7.79,929,22,0.18,2.37,0,0
Boituva,SP,62170,10.34,6428,182,0.29,2.83,4,0
Bom Jesus dos Perdões,SP,25985,8.83,2294,26,0.10,1.13,10,0
Bom Sucesso de Itararé,SP,3984,6.12,244,6,0.15,2.45,0,0
Boracéia,SP,4868,19.94,971,23,0.47,2.37,7,0
Borborema,SP,16164,10.52,1700,52,0.32,3.06,1,0
Borebi,SP,2683,10.28,276,4,0.15,1.44,1,0
Borá,SP,838,15.14,127,1,0.12,0.78,0,0
Botucatu,SP,148130,12.07,17886,297,0.20,1.66,11,0
Bragança Paulista,SP,170533,11.88,20266,535,0.31,2.64,103,0
Braúna,SP,5741,10.69,614,24,0.42,3.90,0,0
Brejo Alegre,SP,2889,13.70,396,13,0.45,3.27,0,0
Brodowski,SP,25277,10.87,2748,76,0.30,2.76,2,0
Brotas,SP,24636,7.29,1796,57,0.23,3.17,6,4
Buri,SP,19965,13.33,2661,93,0.47,3.49,7,0
Buritama,SP,17281,14.96,2585,69,0.40,2.67,2,0
Buritizal,SP,4514,7.49,338,10,0.22,2.95,0,0
Bálsamo,SP,9139,19.12,1748,65,0.71,3.72,0,0
Cabreúva,SP,50429,9.06,4567,121,0.24,2.65,56,0
Cabrália Paulista,SP,4243,10.25,435,8,0.19,1.83,2,0
Cachoeira Paulista,SP,33581,7.69,2584,44,0.13,1.70,5,0
Caconde,SP,19009,7.45,1416,38,0.20,2.68,1,0
Cafelândia,SP,17843,4.55,812,44,0.25,5.41,1,0
Caiabu,SP,4193,7.46,313,7,0.17,2.23,0,0
Caieiras,SP,102775,8.78,9028,315,0.31,3.49,24,1
Caiuá,SP,5946,6.54,389,8,0.13,2.05,2,0
Cajamar,SP,77934,6.57,5123,230,0.30,4.49,15,-1
Cajati,SP,28494,15.67,4464,102,0.36,2.28,27,0
Cajobi,SP,10596,10.02,1062,31,0.29,2.92,3,0
Cajuru,SP,26393,7.31,1930,57,0.22,2.95,1,0
Campina do Monte Alegre,SP,6057,9.82,595,21,0.35,3.52,1,0
Campinas,SP,1213792,8.70,105602,4182,0.34,3.96,253,12
Campo Limpo Paulista,SP,85541,7.09,6067,262,0.31,4.32,11,0
Campos Novos Paulista,SP,4997,6.16,308,10,0.20,3.24,0,0
Campos do Jordão,SP,52405,10.11,5296,136,0.26,2.57,30,0
Cananéia,SP,12541,6.91,867,30,0.24,3.46,2,1
Canas,SP,5204,4.15,216,4,0.08,1.84,0,0
Canitar,SP,5292,16.19,857,16,0.30,1.86,0,0
Capela do Alto,SP,20985,7.57,1589,35,0.17,2.20,3,0
Capivari,SP,56379,9.26,5223,102,0.18,1.95,32,0
Capão Bonito,SP,47118,12.47,5876,71,0.15,1.21,0,0
Caraguatatuba,SP,123389,14.09,17389,450,0.36,2.59,21,1
Carapicuíba,SP,403183,7.90,31842,1093,0.27,3.43,42,-1
Cardoso,SP,12349,12.38,1529,52,0.42,3.40,14,11
Casa Branca,SP,30520,10.27,3134,89,0.29,2.84,9,1
Castilho,SP,21267,10.93,2324,82,0.39,3.53,1,0
Catanduva,SP,122497,11.92,14603,601,0.49,4.12,56,2
Catiguá,SP,7855,10.77,846,39,0.50,4.60,1,0
Caçapava,SP,95018,9.12,8662,270,0.28,3.12,4,0
Cedral,SP,9346,13.93,1302,28,0.30,2.15,9,0
Cerqueira César,SP,20191,10.67,2155,46,0.23,2.13,7,0
Cerquilho,SP,49802,12.79,6368,150,0.30,2.36,7,1
Cesário Lange,SP,18375,12.16,2234,66,0.36,2.95,11,0
Charqueada,SP,17367,7.99,1387,43,0.25,3.10,1,0
Chavantes,SP,12418,9.80,1217,46,0.37,3.78,6,0
Clementina,SP,8757,10.89,954,15,0.17,1.57,0,0
Colina,SP,18535,7.71,1430,50,0.27,3.49,0,0
Colômbia,SP,6216,10.58,658,14,0.23,2.12,2,0
Conchal,SP,28273,9.85,2786,72,0.25,2.58,9,0
Conchas,SP,18019,12.79,2305,72,0.40,3.12,27,0
Cordeirópolis,SP,24826,22.44,5572,94,0.38,1.69,10,1
Coroados,SP,6129,11.96,733,18,0.29,2.45,0,0
Coronel Macedo,SP,4635,13.61,631,23,0.50,3.64,1,0
Corumbataí,SP,4064,9.82,399,7,0.17,1.75,0,0
Cosmorama,SP,7298,10.33,754,37,0.51,4.90,8,0
Cosmópolis,SP,73474,10.36,7609,168,0.23,2.21,16,0
Cotia,SP,253608,5.91,14981,621,0.24,4.14,37,1
Cravinhos,SP,35579,5.92,2105,93,0.26,4.42,5,0
Cristais Paulista,SP,8718,14.46,1261,13,0.15,1.03,7,0
Cruzeiro,SP,82571,7.24,5980,86,0.10,1.44,2,0
Cruzália,SP,2046,8.94,183,4,0.20,2.17,0,0
Cubatão,SP,131626,10.11,13303,461,0.35,3.47,34,0
Cunha,SP,21459,4.19,900,12,0.06,1.33,4,0
Cássia dos Coqueiros,SP,2505,10.10,253,1,0.04,0.39,0,0
Cândido Mota,SP,31346,13.80,4327,158,0.50,3.65,5,1
Cândido Rodrigues,SP,2799,4.89,137,7,0.25,5.07,0,0
Descalvado,SP,33910,11.34,3844,77,0.23,2.00,22,1
Diadema,SP,426757,5.96,25430,1295,0.30,5.09,32,2
Dirce Reis,SP,1799,10.17,183,4,0.22,2.17,1,0
Divinolândia,SP,11086,11.88,1317,48,0.43,3.64,0,0
Dobrada,SP,9010,6.68,602,9,0.10,1.49,0,0
Dois Córregos,SP,27512,6.39,1759,42,0.15,2.39,7,0
Dolcinópolis,SP,2112,10.98,232,7,0.33,3.00,4,0
Dourado,SP,8878,10.42,925,18,0.20,1.94,2,0
Dracena,SP,47043,12.11,5698,253,0.54,4.44,0,0
Duartina,SP,12433,8.50,1057,29,0.23,2.74,3,0
